groupi	groupj	w
1.123.O.	1	4
1.123.O.	1.009.O.	1
1.123.O.	1.029.O.	6
1.123.O.	1.054.O.	8
1.123.O.	1.144.O.	9
1.123.O.	1.151.O.	1
1.123.O.	1.205.O.	1
1.123.O.	1.262.O.	1
1.123.O.	1.276.O.	2
1.123.O.	10	8
1.123.O.	13	1
1.123.O.	15	8
1.123.O.	16	1
1.123.O.	17	7
1.123.O.	18	3
1.123.O.	19	4
1.123.O.	2	1
1.123.O.	21	6
1.123.O.	22	1
1.123.O.	23	3
1.123.O.	24	4
1.123.O.	25	1
1.123.O.	26	7
1.123.O.	27	8
1.123.O.	3	9
1.123.O.	30	3
1.123.O.	33	11
1.123.O.	34	1
1.123.O.	37	1
1.123.O.	4	16
1.123.O.	6	4
1.123.O.	7	7
1.123.O.	9	17
1.144.O.	1	31
1.144.O.	1.029.O.	4
1.144.O.	1.054.O.	6
1.144.O.	1.123.O.	9
1.144.O.	1.151.O.	6
1.144.O.	1.182.O.	4
1.144.O.	1.204.O.	1
1.144.O.	1.205.O.	3
1.144.O.	1.232.O.	1
1.144.O.	1.275.O.	5
1.144.O.	1.276.O.	22
1.144.O.	10	8
1.144.O.	12	1
1.144.O.	13	2
1.144.O.	14	1
1.144.O.	15	12
1.144.O.	17	5
1.144.O.	18	2
1.144.O.	19	13
1.144.O.	2	1
1.144.O.	21	2
1.144.O.	23	2
1.144.O.	24	2
1.144.O.	25	2
1.144.O.	26	33
1.144.O.	27	34
1.144.O.	29	1
1.144.O.	3	11
1.144.O.	30	3
1.144.O.	31	1
1.144.O.	33	34
1.144.O.	34	2
1.144.O.	36	1
1.144.O.	38	1
1.144.O.	39	1
1.144.O.	4	10
1.144.O.	41	2
1.144.O.	6	3
1.144.O.	7	9
1.144.O.	9	35
1.151.O.	1	2
1.151.O.	1.029.O.	2
1.151.O.	1.031.O.	1
1.151.O.	1.054.O.	3
1.151.O.	1.123.O.	1
1.151.O.	1.144.O.	6
1.151.O.	1.205.O.	1
1.151.O.	1.232.O.	6
1.151.O.	1.275.O.	2
1.151.O.	1.276.O.	9
1.151.O.	10	1
1.151.O.	12	2
1.151.O.	15	7
1.151.O.	17	4
1.151.O.	18	1
1.151.O.	19	10
1.151.O.	2	1
1.151.O.	21	1
1.151.O.	23	1
1.151.O.	24	1
1.151.O.	25	1
1.151.O.	26	13
1.151.O.	27	11
1.151.O.	28	3
1.151.O.	29	2
1.151.O.	3	7
1.151.O.	30	4
1.151.O.	31	2
1.151.O.	33	9
1.151.O.	34	4
1.151.O.	36	5
1.151.O.	38	2
1.151.O.	4	3
1.151.O.	41	1
1.151.O.	6	4
1.151.O.	7	7
1.151.O.	9	2
1.182.O.	1	5
1.182.O.	1.029.O.	4
1.182.O.	1.054.O.	2
1.182.O.	1.144.O.	4
1.182.O.	1.205.O.	2
1.182.O.	1.232.O.	5
1.182.O.	1.262.O.	1
1.182.O.	1.275.O.	2
1.182.O.	10	2
1.182.O.	11	4
1.182.O.	12	3
1.182.O.	15	2
1.182.O.	18	1
1.182.O.	19	38
1.182.O.	2	2
1.182.O.	21	1
1.182.O.	22	2
1.182.O.	23	1
1.182.O.	24	2
1.182.O.	25	1
1.182.O.	26	6
1.182.O.	27	9
1.182.O.	28	3
1.182.O.	3	7
1.182.O.	30	2
1.182.O.	32	1
1.182.O.	33	4
1.182.O.	34	2
1.182.O.	35	1
1.182.O.	37	1
1.182.O.	4	5
1.182.O.	6	2
1.182.O.	7	4
1.182.O.	9	5
1.202.O.	1.275.O.	1
1.202.O.	19	1
1.204.O.	1.144.O.	1
1.204.O.	18	3
1.204.O.	20	1
1.204.O.	22	1
1.204.O.	23	1
1.204.O.	3	1
1.204.O.	30	3
1.204.O.	41	1
1.204.O.	6	1
1.204.O.	7	1
1.205.O.	1	6
1.205.O.	1.009.O.	1
1.205.O.	1.029.O.	1
1.205.O.	1.054.O.	3
1.205.O.	1.123.O.	1
1.205.O.	1.144.O.	3
1.205.O.	1.151.O.	1
1.205.O.	1.182.O.	2
1.205.O.	1.232.O.	1
1.205.O.	1.275.O.	7
1.205.O.	11	3
1.205.O.	12	1
1.205.O.	13	1
1.205.O.	15	2
1.205.O.	16	1
1.205.O.	18	1
1.205.O.	19	5
1.205.O.	2	2
1.205.O.	21	3
1.205.O.	23	2
1.205.O.	24	1
1.205.O.	25	1
1.205.O.	26	5
1.205.O.	27	3
1.205.O.	28	1
1.205.O.	3	6
1.205.O.	30	1
1.205.O.	32	1
1.205.O.	33	1
1.205.O.	34	4
1.205.O.	37	1
1.205.O.	38	2
1.205.O.	4	2
1.205.O.	6	3
1.205.O.	7	8
1.205.O.	9	5
1.232.O.	1	3
1.232.O.	1.009.O.	1
1.232.O.	1.029.O.	5
1.232.O.	1.031.O.	1
1.232.O.	1.054.O.	2
1.232.O.	1.144.O.	1
1.232.O.	1.151.O.	6
1.232.O.	1.182.O.	5
1.232.O.	1.205.O.	1
1.232.O.	1.275.O.	2
1.232.O.	1.276.O.	4
1.232.O.	10	2
1.232.O.	11	1
1.232.O.	12	1
1.232.O.	14	1
1.232.O.	15	5
1.232.O.	17	4
1.232.O.	18	1
1.232.O.	19	6
1.232.O.	2	1
1.232.O.	20	2
1.232.O.	21	3
1.232.O.	23	3
1.232.O.	24	1
1.232.O.	25	1
1.232.O.	26	4
1.232.O.	27	8
1.232.O.	28	1
1.232.O.	29	1
1.232.O.	3	7
1.232.O.	30	2
1.232.O.	32	1
1.232.O.	33	3
1.232.O.	34	5
1.232.O.	36	1
1.232.O.	38	1
1.232.O.	39	1
1.232.O.	4	6
1.232.O.	41	1
1.232.O.	6	5
1.232.O.	7	8
1.232.O.	8	1
1.232.O.	9	5
1.262.O.	1	1
1.262.O.	1.123.O.	1
1.262.O.	1.182.O.	1
1.262.O.	1.275.O.	2
1.262.O.	18	1
1.262.O.	19	2
1.262.O.	2	1
1.262.O.	22	1
1.262.O.	23	1
1.262.O.	26	1
1.262.O.	27	1
1.262.O.	30	2
1.262.O.	32	2
1.262.O.	35	5
1.262.O.	37	3
1.262.O.	38	1
1.262.O.	4	2
1.262.O.	7	1
1.262.O.	8	1
1.275.O.	1	12
1.275.O.	1.029.O.	3
1.275.O.	1.031.O.	1
1.275.O.	1.054.O.	2
1.275.O.	1.144.O.	5
1.275.O.	1.151.O.	2
1.275.O.	1.182.O.	2
1.275.O.	1.202.O.	1
1.275.O.	1.205.O.	7
1.275.O.	1.232.O.	2
1.275.O.	1.262.O.	2
1.275.O.	1.276.O.	5
1.275.O.	10	2
1.275.O.	11	1
1.275.O.	13	1
1.275.O.	15	1
1.275.O.	16	1
1.275.O.	17	4
1.275.O.	18	1
1.275.O.	19	7
1.275.O.	2	1
1.275.O.	21	3
1.275.O.	23	2
1.275.O.	26	6
1.275.O.	27	7
1.275.O.	3	9
1.275.O.	30	3
1.275.O.	31	1
1.275.O.	33	6
1.275.O.	34	7
1.275.O.	35	1
1.275.O.	4	3
1.275.O.	6	2
1.275.O.	7	16
1.275.O.	8	1
1.275.O.	9	8
1.276.O.	1	22
1.276.O.	1.029.O.	3
1.276.O.	1.031.O.	1
1.276.O.	1.054.O.	3
1.276.O.	1.123.O.	2
1.276.O.	1.144.O.	22
1.276.O.	1.151.O.	9
1.276.O.	1.232.O.	4
1.276.O.	1.275.O.	5
1.276.O.	12	1
1.276.O.	13	1
1.276.O.	15	11
1.276.O.	17	1
1.276.O.	18	1
1.276.O.	19	12
1.276.O.	21	3
1.276.O.	22	3
1.276.O.	23	1
1.276.O.	26	39
1.276.O.	27	45
1.276.O.	29	2
1.276.O.	3	6
1.276.O.	30	5
1.276.O.	32	1
1.276.O.	33	38
1.276.O.	34	2
1.276.O.	36	1
1.276.O.	37	1
1.276.O.	38	2
1.276.O.	39	1
1.276.O.	4	9
1.276.O.	41	2
1.276.O.	6	3
1.276.O.	7	10
1.276.O.	8	1
1.276.O.	9	26
10	1	7
10	1.009.O.	20
10	1.029.O.	1
10	1.031.O.	1
10	1.054.O.	4
10	1.123.O.	8
10	1.144.O.	8
10	1.151.O.	1
10	1.182.O.	2
10	1.232.O.	2
10	1.275.O.	2
10	11	4
10	13	3
10	15	5
10	16	2
10	17	2
10	18	2
10	19	5
10	2	3
10	21	2
10	23	5
10	24	2
10	25	1
10	26	2
10	27	3
10	3	51
10	30	2
10	33	8
10	35	1
10	38	1
10	39	1
10	4	7
10	41	2
10	6	4
10	7	2
10	9	10
11	1	3
11	1.029.O.	1
11	1.031.O.	1
11	1.182.O.	4
11	1.205.O.	3
11	1.232.O.	1
11	1.275.O.	1
11	10	4
11	12	3
11	13	2
11	15	4
11	16	2
11	18	1
11	19	7
11	2	2
11	21	2
11	22	2
11	23	3
11	24	1
11	26	2
11	27	2
11	28	1
11	3	6
11	30	4
11	32	1
11	34	3
11	35	2
11	37	2
11	38	1
11	39	2
11	4	3
11	41	2
11	6	5
11	7	3
11	9	2
12	1	2
12	1.009.O.	1
12	1.029.O.	2
12	1.031.O.	1
12	1.144.O.	1
12	1.151.O.	2
12	1.182.O.	3
12	1.205.O.	1
12	1.232.O.	1
12	1.276.O.	1
12	11	3
12	15	2
12	18	8
12	19	6
12	2	1
12	21	2
12	22	9
12	23	8
12	24	1
12	26	6
12	27	6
12	28	1
12	29	2
12	3	4
12	30	9
12	32	12
12	33	1
12	34	2
12	35	1
12	37	2
12	38	23
12	39	5
12	4	3
12	41	5
12	6	2
12	7	3
12	9	4
13	1	5
13	1.009.O.	5
13	1.029.O.	3
13	1.031.O.	1
13	1.054.O.	1
13	1.123.O.	1
13	1.144.O.	2
13	1.205.O.	1
13	1.275.O.	1
13	1.276.O.	1
13	10	3
13	11	2
13	15	6
13	16	3
13	17	4
13	18	3
13	19	7
13	2	4
13	21	2
13	22	2
13	23	4
13	25	1
13	26	3
13	27	4
13	3	15
13	30	4
13	32	1
13	35	1
13	37	1
13	38	1
13	39	1
13	4	7
13	41	1
13	6	93
13	9	4
14	1	1
14	1.144.O.	1
14	1.232.O.	1
14	26	1
14	5	1
14	7	1
14	9	1
15	1	18
15	1.029.O.	7
15	1.031.O.	2
15	1.054.O.	7
15	1.123.O.	8
15	1.144.O.	12
15	1.151.O.	7
15	1.182.O.	2
15	1.205.O.	2
15	1.232.O.	5
15	1.275.O.	1
15	1.276.O.	11
15	10	5
15	11	4
15	12	2
15	13	6
15	16	1
15	17	5
15	18	6
15	19	23
15	2	1
15	21	12
15	22	1
15	23	4
15	24	5
15	25	1
15	26	29
15	27	28
15	28	1
15	29	3
15	3	35
15	30	9
15	32	2
15	33	16
15	34	4
15	35	2
15	36	1
15	38	2
15	39	2
15	4	46
15	41	4
15	6	20
15	7	14
15	8	1
15	9	11
16	1	1
16	1.009.O.	3
16	1.123.O.	1
16	1.205.O.	1
16	1.275.O.	1
16	10	2
16	11	2
16	13	3
16	15	1
16	19	1
16	2	6
16	21	2
16	22	2
16	23	1
16	25	1
16	26	1
16	29	1
16	3	1
16	34	2
16	38	1
16	6	4
16	7	1
16	9	1
17	1	7
17	1.009.O.	2
17	1.029.O.	7
17	1.054.O.	4
17	1.123.O.	7
17	1.144.O.	5
17	1.151.O.	4
17	1.232.O.	4
17	1.275.O.	4
17	1.276.O.	1
17	10	2
17	13	4
17	15	5
17	18	3
17	19	9
17	20	3
17	21	2
17	23	7
17	24	1
17	26	5
17	27	5
17	29	3
17	3	13
17	30	3
17	31	1
17	33	4
17	34	3
17	36	1
17	4	8
17	6	10
17	7	11
17	8	1
17	9	7
18	1	6
18	1.009.O.	1
18	1.029.O.	3
18	1.031.O.	3
18	1.054.O.	3
18	1.123.O.	3
18	1.144.O.	2
18	1.151.O.	1
18	1.182.O.	1
18	1.204.O.	3
18	1.205.O.	1
18	1.232.O.	1
18	1.262.O.	1
18	1.275.O.	1
18	1.276.O.	1
18	10	2
18	11	1
18	12	8
18	13	3
18	15	6
18	17	3
18	19	7
18	2	2
18	20	1
18	21	4
18	22	27
18	23	96
18	24	4
18	25	1
18	26	6
18	27	5
18	3	15
18	30	144
18	32	3
18	33	6
18	34	1
18	35	1
18	37	1
18	38	3
18	39	9
18	4	10
18	41	14
18	6	7
18	7	6
18	8	1
18	9	7
19	1	30
19	1.029.O.	12
19	1.031.O.	1
19	1.054.O.	13
19	1.123.O.	4
19	1.144.O.	13
19	1.151.O.	10
19	1.182.O.	38
19	1.202.O.	1
19	1.205.O.	5
19	1.232.O.	6
19	1.262.O.	2
19	1.275.O.	7
19	1.276.O.	12
19	10	5
19	11	7
19	12	6
19	13	7
19	15	23
19	16	1
19	17	9
19	18	7
19	2	2
19	21	13
19	22	3
19	23	8
19	24	3
19	25	3
19	26	40
19	27	46
19	28	2
19	29	3
19	3	24
19	30	18
19	31	2
19	32	2
19	33	29
19	34	11
19	35	3
19	36	2
19	37	1
19	38	3
19	39	2
19	4	25
19	41	3
19	6	20
19	7	23
19	8	1
19	9	31
2	1	1
2	1.009.O.	3
2	1.029.O.	1
2	1.123.O.	1
2	1.144.O.	1
2	1.151.O.	1
2	1.182.O.	2
2	1.205.O.	2
2	1.232.O.	1
2	1.262.O.	1
2	1.275.O.	1
2	10	3
2	11	2
2	12	1
2	13	4
2	15	1
2	16	6
2	18	2
2	19	2
2	21	1
2	22	1
2	23	3
2	25	3
2	26	5
2	28	2
2	29	2
2	3	5
2	31	1
2	34	1
2	35	1
2	38	1
2	4	1
2	41	3
2	6	6
2	7	3
20	1.009.O.	2
20	1.204.O.	1
20	1.232.O.	2
20	17	3
20	18	1
20	23	4
20	30	1
20	35	5
20	37	4
20	4	1
20	41	1
20	8	18
21	1	6
21	1.009.O.	1
21	1.029.O.	8
21	1.054.O.	6
21	1.123.O.	6
21	1.144.O.	2
21	1.151.O.	1
21	1.182.O.	1
21	1.205.O.	3
21	1.232.O.	3
21	1.275.O.	3
21	1.276.O.	3
21	10	2
21	11	2
21	12	2
21	13	2
21	15	12
21	16	2
21	17	2
21	18	4
21	19	13
21	2	1
21	22	1
21	23	2
21	24	4
21	25	1
21	26	10
21	27	9
21	3	17
21	30	5
21	33	4
21	34	2
21	35	2
21	38	1
21	39	1
21	4	15
21	41	1
21	6	6
21	7	17
21	9	11
22	1	2
22	1.031.O.	5
22	1.123.O.	1
22	1.182.O.	2
22	1.204.O.	1
22	1.262.O.	1
22	1.276.O.	3
22	11	2
22	12	9
22	13	2
22	15	1
22	16	2
22	18	27
22	19	3
22	2	1
22	21	1
22	23	19
22	24	2
22	25	2
22	26	1
22	27	3
22	3	3
22	30	12
22	32	3
22	33	2
22	34	1
22	37	6
22	38	4
22	39	34
22	4	3
22	41	19
22	6	5
22	7	1
22	9	1
23	1	6
23	1.009.O.	4
23	1.029.O.	4
23	1.031.O.	2
23	1.054.O.	3
23	1.123.O.	3
23	1.144.O.	2
23	1.151.O.	1
23	1.182.O.	1
23	1.204.O.	1
23	1.205.O.	2
23	1.232.O.	3
23	1.262.O.	1
23	1.275.O.	2
23	1.276.O.	1
23	10	5
23	11	3
23	12	8
23	13	4
23	15	4
23	16	1
23	17	7
23	18	96
23	19	8
23	2	3
23	20	4
23	21	2
23	22	19
23	24	2
23	25	1
23	26	6
23	27	5
23	3	10
23	30	78
23	32	3
23	33	5
23	34	1
23	35	1
23	37	1
23	38	1
23	39	8
23	4	9
23	41	8
23	6	9
23	7	4
23	9	6
24	1	4
24	1.009.O.	2
24	1.054.O.	2
24	1.123.O.	4
24	1.144.O.	2
24	1.151.O.	1
24	1.182.O.	2
24	1.205.O.	1
24	1.232.O.	1
24	10	2
24	11	1
24	12	1
24	15	5
24	17	1
24	18	4
24	19	3
24	21	4
24	22	2
24	23	2
24	25	1
24	26	4
24	27	5
24	29	1
24	3	9
24	30	1
24	33	2
24	35	1
24	37	1
24	4	7
24	6	2
24	7	5
24	9	3
25	1	1
25	1.009.O.	2
25	1.054.O.	1
25	1.123.O.	1
25	1.144.O.	2
25	1.151.O.	1
25	1.182.O.	1
25	1.205.O.	1
25	1.232.O.	1
25	10	1
25	13	1
25	15	1
25	16	1
25	18	1
25	19	3
25	2	3
25	21	1
25	22	2
25	23	1
25	24	1
25	26	1
25	27	2
25	3	4
25	30	1
25	32	1
25	4	2
25	6	1
25	7	2
25	9	1
26	1	50
26	1.029.O.	7
26	1.054.O.	9
26	1.123.O.	7
26	1.144.O.	33
26	1.151.O.	13
26	1.182.O.	6
26	1.205.O.	5
26	1.232.O.	4
26	1.262.O.	1
26	1.275.O.	6
26	1.276.O.	39
26	10	2
26	11	2
26	12	6
26	13	3
26	14	1
26	15	29
26	16	1
26	17	5
26	18	6
26	19	40
26	2	5
26	21	10
26	22	1
26	23	6
26	24	4
26	25	1
26	27	78
26	28	2
26	29	5
26	3	23
26	30	8
26	31	1
26	32	1
26	33	56
26	34	5
26	36	1
26	37	1
26	38	5
26	39	1
26	4	25
26	41	3
26	6	11
26	7	19
26	8	1
26	9	50
27	1	54
27	1.009.O.	1
27	1.029.O.	8
27	1.031.O.	1
27	1.054.O.	12
27	1.123.O.	8
27	1.144.O.	34
27	1.151.O.	11
27	1.182.O.	9
27	1.205.O.	3
27	1.232.O.	8
27	1.262.O.	1
27	1.275.O.	7
27	1.276.O.	45
27	10	3
27	11	2
27	12	6
27	13	4
27	15	28
27	17	5
27	18	5
27	19	46
27	21	9
27	22	3
27	23	5
27	24	5
27	25	2
27	26	78
27	29	3
27	3	28
27	30	15
27	31	1
27	32	2
27	33	51
27	34	8
27	35	2
27	36	1
27	37	2
27	38	2
27	39	1
27	4	32
27	41	3
27	6	12
27	7	21
27	8	1
27	9	53
28	1	1
28	1.009.O.	1
28	1.054.O.	2
28	1.151.O.	3
28	1.182.O.	3
28	1.205.O.	1
28	1.232.O.	1
28	11	1
28	12	1
28	15	1
28	19	2
28	2	2
28	26	2
28	3	2
28	32	1
28	36	1
28	38	1
28	4	1
28	6	2
28	7	2
28	9	1
29	1	3
29	1.029.O.	1
29	1.144.O.	1
29	1.151.O.	2
29	1.232.O.	1
29	1.276.O.	2
29	12	2
29	15	3
29	16	1
29	17	3
29	19	3
29	2	2
29	24	1
29	26	5
29	27	3
29	3	3
29	31	7
29	32	1
29	33	2
29	34	1
29	38	5
29	4	4
29	6	1
29	7	1
29	8	1
29	9	2
3	1	32
3	1.009.O.	19
3	1.029.O.	13
3	1.031.O.	3
3	1.054.O.	12
3	1.123.O.	9
3	1.144.O.	11
3	1.151.O.	7
3	1.182.O.	7
3	1.204.O.	1
3	1.205.O.	6
3	1.232.O.	7
3	1.275.O.	9
3	1.276.O.	6
3	10	51
3	11	6
3	12	4
3	13	15
3	15	35
3	16	1
3	17	13
3	18	15
3	19	24
3	2	5
3	21	17
3	22	3
3	23	10
3	24	9
3	25	4
3	26	23
3	27	28
3	28	2
3	29	3
3	30	15
3	32	2
3	33	12
3	34	8
3	35	2
3	36	1
3	38	2
3	39	4
3	4	48
3	41	5
3	6	26
3	7	23
3	8	2
3	9	21
30	1	5
30	1.009.O.	1
30	1.029.O.	7
30	1.031.O.	2
30	1.054.O.	3
30	1.123.O.	3
30	1.144.O.	3
30	1.151.O.	4
30	1.182.O.	2
30	1.204.O.	3
30	1.205.O.	1
30	1.232.O.	2
30	1.262.O.	2
30	1.275.O.	3
30	1.276.O.	5
30	10	2
30	11	4
30	12	9
30	13	4
30	15	9
30	17	3
30	18	144
30	19	18
30	20	1
30	21	5
30	22	12
30	23	78
30	24	1
30	25	1
30	26	8
30	27	15
30	3	15
30	31	1
30	32	4
30	33	6
30	34	2
30	35	2
30	36	1
30	37	3
30	38	4
30	39	4
30	4	20
30	41	7
30	6	13
30	7	9
30	8	1
30	9	9
31	1.029.O.	1
31	1.144.O.	1
31	1.151.O.	2
31	1.275.O.	1
31	17	1
31	19	2
31	2	1
31	26	1
31	27	1
31	29	7
31	30	1
31	34	2
31	36	1
31	7	2
32	1	1
32	1.009.O.	1
32	1.029.O.	2
32	1.031.O.	1
32	1.182.O.	1
32	1.205.O.	1
32	1.232.O.	1
32	1.262.O.	2
32	1.276.O.	1
32	11	1
32	12	12
32	13	1
32	15	2
32	18	3
32	19	2
32	22	3
32	23	3
32	25	1
32	26	1
32	27	2
32	28	1
32	29	1
32	3	2
32	30	4
32	34	1
32	35	1
32	38	20
32	39	1
32	4	3
32	41	1
32	6	3
32	7	2
32	8	1
33	1	38
33	1.029.O.	3
33	1.054.O.	8
33	1.123.O.	11
33	1.144.O.	34
33	1.151.O.	9
33	1.182.O.	4
33	1.205.O.	1
33	1.232.O.	3
33	1.275.O.	6
33	1.276.O.	38
33	10	8
33	12	1
33	15	16
33	17	4
33	18	6
33	19	29
33	21	4
33	22	2
33	23	5
33	24	2
33	26	56
33	27	51
33	29	2
33	3	12
33	30	6
33	34	4
33	35	1
33	36	1
33	37	1
33	39	1
33	4	13
33	41	3
33	6	5
33	7	14
33	9	46
34	1	7
34	1.029.O.	5
34	1.054.O.	2
34	1.123.O.	1
34	1.144.O.	2
34	1.151.O.	4
34	1.182.O.	2
34	1.205.O.	4
34	1.232.O.	5
34	1.275.O.	7
34	1.276.O.	2
34	11	3
34	12	2
34	15	4
34	16	2
34	17	3
34	18	1
34	19	11
34	2	1
34	21	2
34	22	1
34	23	1
34	26	5
34	27	8
34	29	1
34	3	8
34	30	2
34	31	2
34	32	1
34	33	4
34	35	2
34	39	1
34	4	5
34	41	1
34	6	4
34	7	11
34	8	1
34	9	4
35	1	1
35	1.029.O.	1
35	1.031.O.	1
35	1.054.O.	1
35	1.182.O.	1
35	1.262.O.	5
35	1.275.O.	1
35	10	1
35	11	2
35	12	1
35	13	1
35	15	2
35	18	1
35	19	3
35	2	1
35	20	5
35	21	2
35	23	1
35	24	1
35	27	2
35	3	2
35	30	2
35	32	1
35	33	1
35	34	2
35	37	11
35	39	1
35	4	4
35	6	3
35	7	2
35	8	5
36	1.031.O.	1
36	1.144.O.	1
36	1.151.O.	5
36	1.232.O.	1
36	1.276.O.	1
36	15	1
36	17	1
36	19	2
36	26	1
36	27	1
36	28	1
36	3	1
36	30	1
36	31	1
36	33	1
36	39	1
36	41	1
36	6	1
36	7	1
37	1.123.O.	1
37	1.182.O.	1
37	1.205.O.	1
37	1.262.O.	3
37	1.276.O.	1
37	11	2
37	12	2
37	13	1
37	18	1
37	19	1
37	20	4
37	22	6
37	23	1
37	24	1
37	26	1
37	27	2
37	30	3
37	33	1
37	35	11
37	39	1
37	4	1
37	6	3
37	8	5
38	1	3
38	1.009.O.	1
38	1.029.O.	1
38	1.144.O.	1
38	1.151.O.	2
38	1.205.O.	2
38	1.232.O.	1
38	1.262.O.	1
38	1.276.O.	2
38	10	1
38	11	1
38	12	23
38	13	1
38	15	2
38	16	1
38	18	3
38	19	3
38	2	1
38	21	1
38	22	4
38	23	1
38	26	5
38	27	2
38	28	1
38	29	5
38	3	2
38	30	4
38	32	20
38	39	1
38	4	3
38	41	2
38	6	2
38	7	3
38	8	2
38	9	1
39	1	1
39	1.029.O.	1
39	1.031.O.	9
39	1.144.O.	1
39	1.232.O.	1
39	1.276.O.	1
39	10	1
39	11	2
39	12	5
39	13	1
39	15	2
39	18	9
39	19	2
39	21	1
39	22	34
39	23	8
39	26	1
39	27	1
39	3	4
39	30	4
39	32	1
39	33	1
39	34	1
39	35	1
39	36	1
39	37	1
39	38	1
39	4	2
39	41	16
39	6	2
39	7	1
39	9	1
4	1	23
4	1.009.O.	4
4	1.029.O.	22
4	1.031.O.	2
4	1.054.O.	18
4	1.123.O.	16
4	1.144.O.	10
4	1.151.O.	3
4	1.182.O.	5
4	1.205.O.	2
4	1.232.O.	6
4	1.262.O.	2
4	1.275.O.	3
4	1.276.O.	9
4	10	7
4	11	3
4	12	3
4	13	7
4	15	46
4	17	8
4	18	10
4	19	25
4	2	1
4	20	1
4	21	15
4	22	3
4	23	9
4	24	7
4	25	2
4	26	25
4	27	32
4	28	1
4	29	4
4	3	48
4	30	20
4	32	3
4	33	13
4	34	5
4	35	4
4	37	1
4	38	3
4	39	2
4	41	3
4	6	20
4	7	15
4	8	1
4	9	31
40	5	5
41	1	1
41	1.029.O.	1
41	1.031.O.	2
